2025-07-23 20:06:38 INFO     Loading data...
2025-07-23 20:06:39 INFO     Model: TransE
2025-07-23 20:06:39 INFO     Data Path: data/FB15k-237
2025-07-23 20:06:39 INFO     Model Parameter Configuration:
2025-07-23 20:06:39 INFO     Parameter gamma: torch.Size([1]), require_grad = False
2025-07-23 20:06:39 INFO     Parameter entity_embedding.weight: torch.Size([14541, 100]), require_grad = True
2025-07-23 20:06:39 INFO     Parameter relation_embedding.weight: torch.Size([14541, 100]), require_grad = True
2025-07-23 20:06:39 INFO     Ramdomly Initializing Model...
2025-07-23 20:06:39 INFO     Start Training...
2025-07-23 20:06:39 INFO     init_step = 0
2025-07-23 20:06:39 INFO     batch_size = 64
2025-07-23 20:06:39 INFO     hidden_dim = 100
2025-07-23 20:06:39 INFO     lmbda = 0.000000
2025-07-23 20:06:39 INFO     learning_rate = 0
2025-07-23 20:06:41 INFO     Training average loss at step 1000: 3.642052
2025-07-23 20:06:42 INFO     Training average loss at step 2000: 3.560379
2025-07-23 20:06:43 INFO     Training average loss at step 3000: 3.464698
2025-07-23 20:06:44 INFO     Training average loss at step 4000: 3.355479
2025-07-23 20:06:45 INFO     Training average loss at step 5000: 3.234029
2025-07-23 20:06:46 INFO     Training average loss at step 6000: 3.104040
2025-07-23 20:06:47 INFO     Training average loss at step 7000: 2.961613
2025-07-23 20:06:48 INFO     Training average loss at step 8000: 2.821930
2025-07-23 20:06:50 INFO     Training average loss at step 9000: 2.667762
2025-07-23 20:06:51 INFO     Training average loss at step 10000: 2.524171
2025-07-23 20:06:51 INFO     Evaluating on Valid Dataset...
2025-07-23 20:06:51 INFO     Evaluating the model... (0/8768)
2025-07-23 20:06:51 INFO     Evaluating the model... (50/8768)
2025-07-23 20:06:51 INFO     Evaluating the model... (100/8768)
2025-07-23 20:06:51 INFO     Evaluating the model... (150/8768)
2025-07-23 20:06:51 INFO     Evaluating the model... (200/8768)
2025-07-23 20:06:51 INFO     Evaluating the model... (250/8768)
2025-07-23 20:06:51 INFO     Evaluating the model... (300/8768)
2025-07-23 20:06:51 INFO     Evaluating the model... (350/8768)
2025-07-23 20:06:51 INFO     Evaluating the model... (400/8768)
2025-07-23 20:06:51 INFO     Evaluating the model... (450/8768)
2025-07-23 20:06:51 INFO     Evaluating the model... (500/8768)
2025-07-23 20:06:51 INFO     Evaluating the model... (550/8768)
2025-07-23 20:06:51 INFO     Evaluating the model... (600/8768)
2025-07-23 20:06:51 INFO     Evaluating the model... (650/8768)
2025-07-23 20:06:51 INFO     Evaluating the model... (700/8768)
2025-07-23 20:06:51 INFO     Evaluating the model... (750/8768)
2025-07-23 20:06:51 INFO     Evaluating the model... (800/8768)
2025-07-23 20:06:51 INFO     Evaluating the model... (850/8768)
2025-07-23 20:06:51 INFO     Evaluating the model... (900/8768)
2025-07-23 20:06:51 INFO     Evaluating the model... (950/8768)
2025-07-23 20:06:51 INFO     Evaluating the model... (1000/8768)
2025-07-23 20:06:51 INFO     Evaluating the model... (1050/8768)
2025-07-23 20:06:51 INFO     Evaluating the model... (1100/8768)
2025-07-23 20:06:51 INFO     Evaluating the model... (1150/8768)
2025-07-23 20:06:52 INFO     Evaluating the model... (1200/8768)
2025-07-23 20:06:52 INFO     Evaluating the model... (1250/8768)
2025-07-23 20:06:52 INFO     Evaluating the model... (1300/8768)
2025-07-23 20:06:52 INFO     Evaluating the model... (1350/8768)
2025-07-23 20:06:52 INFO     Evaluating the model... (1400/8768)
2025-07-23 20:06:52 INFO     Evaluating the model... (1450/8768)
2025-07-23 20:06:52 INFO     Evaluating the model... (1500/8768)
2025-07-23 20:06:52 INFO     Evaluating the model... (1550/8768)
2025-07-23 20:06:52 INFO     Evaluating the model... (1600/8768)
2025-07-23 20:06:52 INFO     Evaluating the model... (1650/8768)
2025-07-23 20:06:52 INFO     Evaluating the model... (1700/8768)
2025-07-23 20:06:52 INFO     Evaluating the model... (1750/8768)
2025-07-23 20:06:52 INFO     Evaluating the model... (1800/8768)
2025-07-23 20:06:52 INFO     Evaluating the model... (1850/8768)
2025-07-23 20:06:52 INFO     Evaluating the model... (1900/8768)
2025-07-23 20:06:52 INFO     Evaluating the model... (1950/8768)
2025-07-23 20:06:52 INFO     Evaluating the model... (2000/8768)
2025-07-23 20:06:52 INFO     Evaluating the model... (2050/8768)
