2025-07-24 13:43:19 INFO     Loading data...
2025-07-24 13:43:20 INFO     Model: ConvE
2025-07-24 13:43:20 INFO     Data Path: data/FB15k-237
2025-07-24 13:43:20 INFO     Model Parameter Configuration:
2025-07-24 13:43:20 INFO     Parameter entity_embedding.weight: torch.Size([14541, 100]), require_grad = True
2025-07-24 13:43:20 INFO     Parameter relation_embedding.weight: torch.Size([237, 100]), require_grad = True
2025-07-24 13:43:20 INFO     Parameter conv1.weight: torch.Size([32, 1, 3, 3]), require_grad = True
2025-07-24 13:43:20 INFO     Parameter conv1.bias: torch.Size([32]), require_grad = True
2025-07-24 13:43:20 INFO     Parameter bn0.weight: torch.Size([1]), require_grad = True
2025-07-24 13:43:20 INFO     Parameter bn0.bias: torch.Size([1]), require_grad = True
2025-07-24 13:43:20 INFO     Parameter bn1.weight: torch.Size([32]), require_grad = True
2025-07-24 13:43:20 INFO     Parameter bn1.bias: torch.Size([32]), require_grad = True
2025-07-24 13:43:20 INFO     Parameter bn2.weight: torch.Size([100]), require_grad = True
2025-07-24 13:43:20 INFO     Parameter bn2.bias: torch.Size([100]), require_grad = True
2025-07-24 13:43:20 INFO     Parameter fc.weight: torch.Size([100, 6400]), require_grad = True
2025-07-24 13:43:20 INFO     Parameter fc.bias: torch.Size([100]), require_grad = True
2025-07-24 13:43:20 INFO     Ramdomly Initializing Model...
2025-07-24 13:43:20 INFO     Start Training...
2025-07-24 13:43:20 INFO     init_step = 0
2025-07-24 13:43:20 INFO     batch_size = 64
2025-07-24 13:43:20 INFO     hidden_dim = 100
2025-07-24 13:43:20 INFO     lmbda = 0.000000
2025-07-24 13:43:20 INFO     learning_rate = 0
2025-07-24 13:43:22 INFO     Training average loss at step 1000: 0.694249
2025-07-24 13:43:24 INFO     Training average loss at step 2000: 0.693787
2025-07-24 13:43:25 INFO     Training average loss at step 3000: 0.693573
2025-07-24 13:43:27 INFO     Training average loss at step 4000: 0.693412
2025-07-24 13:43:29 INFO     Training average loss at step 5000: 0.693080
2025-07-24 13:43:30 INFO     Training average loss at step 6000: 0.692901
2025-07-24 13:43:32 INFO     Training average loss at step 7000: 0.692756
2025-07-24 13:43:34 INFO     Training average loss at step 8000: 0.692633
2025-07-24 13:43:35 INFO     Training average loss at step 9000: 0.692094
2025-07-24 13:43:37 INFO     Training average loss at step 10000: 0.691126
2025-07-24 13:43:37 INFO     Evaluating on Valid Dataset...
2025-07-24 13:43:37 INFO     Evaluating the model... (0/8768)
2025-07-24 13:43:38 INFO     Evaluating the model... (50/8768)
2025-07-24 13:43:39 INFO     Evaluating the model... (100/8768)
2025-07-24 13:43:39 INFO     Evaluating the model... (150/8768)
2025-07-24 13:43:40 INFO     Evaluating the model... (200/8768)
2025-07-24 13:43:41 INFO     Evaluating the model... (250/8768)
2025-07-24 13:43:42 INFO     Evaluating the model... (300/8768)
2025-07-24 13:43:42 INFO     Evaluating the model... (350/8768)
2025-07-24 13:43:43 INFO     Evaluating the model... (400/8768)
2025-07-24 13:43:44 INFO     Evaluating the model... (450/8768)
2025-07-24 13:43:45 INFO     Evaluating the model... (500/8768)
